address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
Bowe Bell & Howell International Ltd,(800) 889 6245,,,,Richmond Hill (ON),,,Canada,www.bellhowell.net,,,,LF,;;;;;;;;;,139
Boyum & Barenscheer PLLP,(952) 854 4244,50-99,3050 Metro Dr,Suite 200,Minneapolis,Minnesota,55425,United States,www.boybarcpa.com,Accounting,,1975,LF,;;;;;;;;;,140
Bradford Times,(905) 775 4471,,,,Bradford (ON),,,Canada,www.bradfordtimes.ca,,,,LF,"using our software but no company record;;Based on 1/30 RSS click; may be jtrainor@touchstonetech.ca - LF SUPPORT confirms this IP is Bradford Times - ?;Matt Labrun is the person to speak to I called the Post Media Group and he is not at his desk wcb tomorrow;;Talked to Miss King and she said that the Bradford Times is a division of the Post Media Group and they handle all of the IT and software issues I have to call them and she gave me the phone no its705-726-6537.....;on 3.6.0RC Standard - no contact in df;;;",141
Brago Construction Inc,(450) 661 1121,,,,Laval (QC),,,Canada,www.brago.ca,,,,LF,;;;;;;;;;,142
Bravo Company USA Inc,(877) 272 8626,,635 Cardinal Lane,,Hartland,Wisconsin,53029,United States,www.bravocompanyusa.com,Manufacturing,0,,LF,;;;;;;;;;,143
Brazeway Inc,(317) 392 2533,"2,000+",1109 Lincoln Street,,Shelbyville,Indiana,46176,United States,www.brazeway.com,Mechanical or Industrial Engineering,,1946,LF,;2008 website - they sorely need xTupleCommerce!;;;;;;;;,144
Brewers Association,(888) 822 6273,50-99,1327 Spruce St,,Boulder,Colorado,80302,United States,www.brewersassociation.org,Charities and Non Profit Organizations,94990,2005,LF,IT not available;;did not complete free demo signup; interest in PostBooks¨;;;;;;;,145
Bridgeline Digital,(781) 376 5555,200-499,80 Blanchard Rd,,Burlington,Massachusetts,1803,United States,www.bridgelinedigital.com,Hospital and Healthcare,,2000,LF,;;;;;;;;;,146
BroadPlex,(828) 433 4506,,100 East Meeting St,,Morganton,North Carolina,28655,United States,www.broadplex.com,Telecommunications,,,LF,;;;;;;;;;,147
Brothers International Food Corporation,(585) 343 3007,21-49,1175 Lexington Ave,,Rochester,New York,14606,United States,www.brothersinternational.com,Wholesalers,58190,2001,LF,;;;;;;;;;,148
Brown Enterprise Solutions,(614) 588 0248,20-Jan,5935 Wilcox Place,Suite E,Dublin,Ohio,43016,United States,www.besolutions.org,Computing,,2001,LF,;;;;;;;;;,149
BST Consultants Inc,(800) 726 3300,200-499,5925 Benjamin Center Drive,Suite 110,Tampa,Florida,33634,United States,www.bstglobal.com,Computer Software,0,1971,LF,;dlang@bstgroup.com Donald Langefels;;;;;;;;,150
Buckeye,(800) 321 2583,200-499,2700 Wagner Place,,Maryland Heights,Missouri,63043,United States,www.buckeyeinternational.com,Manufacturing,,1844,LF,;;;;;;;;;,151
Business Access,(972) 931 4198,21-49,17101 Preston Road,Suite 260,Dallas,Texas,75248,United States,www.business-access.com,Information Technology and Services,,1999,LF,;https://www.linkedin.com/in/kimbunting/;;;;;;;;,152
Business Systems Connection,(877) 271 9484,20-Jan,1449 West Lark Industrial Drive,,Fenton,Missouri,63026,United States,www.bizsyscon.com,Information Technology and Services,0,,LF,;;;;;;;;;,153
Bway,(770) 645 4800,"2,000+",8607 Roberts Drive,Suite 250,Atlanta,Georgia,30350,United States,www.bwaycorp.com,Manufacturing,0,1875,LF,Nobody is answering the phone;;Fernando Graf; VP  IT; Vanda Reis; IT Transformation;;;;;;;,154
C R Laurence Co Inc,(800) 421 6144,"1,000-1,999",2503 East Vernon Ave,,Los Angeles,California,90058,United States,www.crlaurence.com,Wholesalers,,1961,LF,;Dale Bolen; VP Finance/Acct; Mazdak Vaezpour SVP Mfg;;;;;;;;,155
C Raker & Sons Inc,(517) 542 2316,100-199,10371 Rainey Rd,,Litchfield,Michigan,49252,United States,www.raker.com,Agriculture,,,LF,;;;;;;;;;,156
C&F Enterprises Inc,(404) 523 0034,200-499,AmericasMart Gift Mart,"Building 2, Suite 1415",Newport News,Virginia,30303,United States,www.cnfei.com,Textiles,,1976,LF,;;;;;;;;;,157
Cabot Corporation,(678) 297 1300,"2,000+",4400 North Point Parkway,Suite 200,Alpharetta,Georgia,30022,United States,www.cabotcorp.com,Chemicals,0,1960,LF,;;;;;;;;;,158
CAID Industries,(520) 294 3126,200-499,2275 East Ganley Road,,Tucson,Arizona,85706,United States,www.caid.com,Manufacturing,,1947,LF,;;;;;;;;;,159
Cal Industrial Sales South Co Inc,(323) 278 7979,20-Jan,6405 Randolph St,,Commerce,California,90040,United States,www.calindustrial.com,Manufacturing,,,LF,;;;;;;;;;,160
Cal-Western Packaging Corp,(901) 775 2767,,555 Rivergate Dr,,Memphis,Tennessee,38109,United States,,Business Services,,,LF,;2016-won 16 contracts worth $43.4 million. Since 2000; performed 607 contracts with a total obligation amount of $1.43 billion - large government contractor - Cliff Robinson; Manufacturing Executive;;;;;;;;,161
Callaway,(877) 723 5218,"1,000-1,999",2180 Rutherford Rd,,Carlsbad,California,92008,United States,www.callawaygolf.com,Wholesalers,,1982,LF,;golf!!!;;;;;;;;,162
Calumet Specialty Products Partners LP,(800) 437 3188,"2,000+",2780 Waterfront Parkway East Dr,Suite 200,Indianapolis,Indiana,46214,United States,www.calumetspecialty.com,Oil and Energy,,1919,LF,;;;;;;;;;,163
Camino Modular Building Systems,(416) 675 2400,,,,Toronto (ON),,,Canada,www.caminomodular.com,,,,LF,;;;;;;;;;,164
Camino Real Kitchens Inc,(800) 421 6201,200-499,2638 E Vernon Ave,,Vernon,California,90058,United States,www.caminorealkitchens.com,Food and Beverages,82990,1980,LF,;;;;;;;;;,165
Canadian Dewatering LP,(780) 400 2260,,,,Edmonton (AB),,,Canada,www.canadiandewatering.com,,,,LF,Owned by another company who makes the decision and wont give me the name.;She said they are not available.;;Dale Marchand President (Web Portal; Rentals - hot buttons?);;;;;;,166
Canam Group Inc,(418) 228 8031,,,,Saint-Georges (QC),,,Canada,www.groupecanam.com,,,,LF,;;;;;;;;;,167
Cancord Inc,(800) 879 0079,,,,Hamilton (ON),,,Canada,www.cancord.com,,,,LF,;Wendy Johnstone Pres;;;;;;;;,168
Capital Signs,(800) 369 2559,21-49,5380 Webb Parkway,,Lilburn,Georgia,30047,United States,www.capitalsigns.com,Manufacturing,,,LF,Talked to Kapil they added to Sage so they are not interested anymore;not available;Not available;Checked with IT and someone else and they claim they are not using our software will go back and try to find someone else.;i have a question - can we ....;Kapil Lamichhane was talked to on 2/8 - brush off  - might be worth finding another contact at company;Active Customer visitors previously assigned to Renee;demo scheduled;;,169
Carolina Industrial Equipment,(800) 933 5705,,309B Hawkins Rd,,Travelers Rest,South Carolina,29690,United States,www.carolinaequipment.com,Machinery,,,LF,not available;;;;;;;;;,170
Cascade Rubber Products Inc,(800) 226 5994,,1828 NW Quimby St,,Portland,Oregon,97209,United States,www.cascaderubber.com,Manufacturing,0,,LF,They are open 6-2:00pm they are closed;;;;;;;;;,171
Casco Equipment Corporation,(951) 324 8500,21-49,4141 Flat Rock Dr,,Riverside,California,92505,United States,www.cascoequip.com,Machinery,,2001,LF,He is not available right now.;Tony Macaleer is the IT Manager and he is not in;;;;;;;;,172
Caterpillar Inc,(309) 672 2905,"2,000+",300 Hamilton Blvd,,Peoria,Illinois,61602,United States,www.cat.com,Manufacturing,,1925,LF,;did not complete free demo signup;;;;;;;;,173
Cavalia Inc,(866) 989 2282,,,,Montr_al (QC),,,Canada,www.cavalia.com,,,,LF,message machine came on;NO answer the messae machine came on.;not in our target mkt but would make interesting case study!;;free PostBooks user - we'd love to know them; upgrade; subscribe to our email list for updated info etc;;;;;,174
CB&I,(832) 513 1000,"2,000+",One CB&I Plaza,2103 Research Forest Dr,The Woodlands,Texas,77380,United States,www.cbi.com,Oil and Energy,0,1889,LF,;Steve Owens VP Manufacturing sowens@cbi.com;;;;;;;;,175
CBC of Charleston,(843) 747 5429,,,,North Charleston (SC),South Carolina,,United States,www.cbcofcharleston.com,,,,LF,;;;;;;;;;,176
CCK Automations Inc,(217) 243 6040,21-49,500 Capitol Way,,Jacksonville,Illinois,62650,United States,www.cckautomations.com,Electrical/Electronic Manufacturing,94990,1999,LF,;;;;;;;;;,177
CDW Corporation,(702) 495 5000,"2,000+",3201 E Alexander Rd,,North Las Vegas,Nevada,89030,United States,www.cdw.com,Consumer Electronics,41100,1984,LF,;;;;;;;;;,178
Cedar Valley IT Services,(319) 235 2724,,1326 Maxhelen Blvd,Unit 5B,Waterloo,Iowa,50701,United States,www.cvits.biz,Information Technology and Services,,,LF,;;;;;;;;;,179
Cenovus Energy Inc,(403) 766 2000,,,,Calgary (AB),,,Canada,www.cenovus.com,,,,LF,;;;;;;;;;,180
Centaur Technology,(512) 418 5700,100-199,7600 C N Capital of Texas Hwy,Suite 300,Austin,Texas,78731,United States,www.centtech.com,Computing,,1995,LF,;;;;;;;;;,181
Central Packaging,(913) 894 0744,20-Jan,17501 West 98th Street,,Lenexa,Kansas,66219,United States,www.centralpkg.com,Machinery,82990,1999,LF,;;;;;;;;;,182
Central Spa & Pool Supply,(705) 528 1052,,,,Midland (ON),,,Canada,www.centralspaandpoolsupply.com,,,,LF,;;;;;;;;;,183
Certco Inc,(608) 271 4500,200-499,5321 Verona Rd,,Madison,Wisconsin,53711,United States,www.certcoinc.com,Food and Beverages,,1930,LF,;Robert Collins IT; Randy Simon president; Amy Niemetscheck CFO;;;;;;;;,184
Cesart Internationale Inc,819 693 6763,,,,Montreal (QC),,,Canada,,,,,LF,";phone # not in service;using PB4.9.2;checks out as valid company IP - worth making contact;not Fred Blauer - checking IPhttp://computer-processing-data-preparation-processing-services.can.info/qc/montreal/cesart-internationale-inc/;;;;;",185
CFAN,(512) 353 2832,,1000 Technology Way,,San Marcos,Texas,78666,United States,www.c-fan.com,Engineering,,1991,LF,;;;;;;;;;,186
Cff Stainless Steels Inc,905 549 2603,,,,Hamilton (ON),,,Canada,www.cffstainless.com,,,,LF,;;;;;;;;;,187
CFI,(256) 837 5660,20-Jan,7248 Governors W,,Huntsville,Alabama,35806,United States,www.mcenco.com,Government,874864,1974,LF,;good lead - we have several similar government contracting customers via SAIC;;;;;;;;,188
CGI Group Inc,(514) 841 3200,,,,Montreal (QC),,,Canada,www.cgi.com,,,,LF,;mark.boyajian@cgi.com President;;;;;;;;,189
CGIS,(250) 562 8261,,,,Prince George (BC),,,Canada,www.cgis.ca,,,,LF,;Lisa Woods COO; Ross Waters president; Paul Conradie Ops (possibly on NetSuite);;;;;;;;,190
Ch Technologies Inc,(425) 398 7145,,14702 54th Avenue SE,,Everett,Washington,98208,United States,,Information Technology and Services,,,LF,;http://chtechusa.com;;;;;;;;,191
ChaiOne,(888) 316 0357,100-199,1800 West Loop South,Suite 2100,Houston,Texas,77027,United States,www.chaione.com,Information Technology and Services,,2008,LF,;GAURAV KHANDELWAL CEO - make appointment w/xTuple's Danielle Kerner;;;;;;;;,192
Chancellor Inc,(601) 518 6453,100-199,1228 W 5th St,,Laurel,Mississippi,39440,United States,www.chancellorinc.com,Wholesalers,,1967,LF,;;;;;;;;;,193
ChanTest,(877) 828 1777,100-199,14656 Neo Pkwy,,Cleveland,Ohio,44128,United States,www.chantest.com,Mechanical or Industrial Engineering,71111,1998,LF,;;;;;;;;;,194
Chemtec Chemical Company,(818) 700 0071,21-49,21900 Marilla St,,Chatsworth,California,91311,United States,www.chemteccc.com,Chemicals,,1985,LF,Roger said he has never used it (postbooks) and is not interested;Roger Long is the head of IT he is not at his desk right now I was transferred over.;Scott Gelowitz CEO;;;;;;;,195
Chesapeake Energy Corporation,(405) 848 8000,"2,000+",6100 N Western Ave,,Oklahoma City,Oklahoma,73118,United States,www.chk.com,Oil and Energy,131101,1989,LF,;;;;;;;;;,196
Chevron Corporation,(925) 842 1000,"2,000+",6001 Bollinger Canyon Road,,San Ramon,California,94583,United States,www.chevron.com,Oil and Energy,,,LF,;;;;;;;;;,197
Chime Master,(740) 746 8500,,6312 Goss Road,,Sugar Grove,Ohio,43155,United States,www.chimemaster.com,Consumer Electronics,,,LF,;;;;;;;;;,198
Choice Solutions LLC,(800) 486 1541,100-199,7015 College Blvd,Suite 300,Overland Park,Kansas,66211,United States,www.choicesolutions.com,Information Technology and Services,,1985,LF,;make appointment w/xTuple's Danielle Kerner;Jim Steinlage jsteinlage@choicesolutions.com in df;;;;;;;,199
CIRS,(800) 617 1177,50-99,2428 Almeda Ave,Suite 316,Norfolk,Virginia,23513,United States,www.cirsinc.com,Medical Supplies and Equipment,,1983,LF,;local to us;mark@cirsinc.com Mark Devlin 757-855-2765;;;;;;;,200
ClearEdge Partners,(617) 527 2022,100-199,385 Elliot Street,Suite E,Newton Upper Falls,Massachusetts,2464,United States,www.clearedgepartners.com,Information Technology and Services,,2006,LF,;;;;;;;;;,201
Clifton Lighting & Supplies,(973) 365 1007,20-Jan,39 Madison Ave,,Clifton,New Jersey,7011,United States,,Electrical/Electronic Manufacturing,85310,1972,LF,There is no answer;;;;;;;;;,202
CliftonLarsonAllen,(612) 376 4500,"2,000+",220 S 6th St,Suite 300,Minneapolis,Minnesota,55402,United States,www.claconnect.com,Accounting,872101,1960,LF,;farris.hamwi@cliftonlarsonallen.com practice director;;;;;;;;,203
CNM LLP,(818) 999 9501,21-49,21051 Warner Center Ln,Suite 140,Woodland Hills,California,91367,United States,www.cnmllp.com,Accounting,0,2003,LF,;;;;;;;;;,204
Cobham Integrated Electronic Solutions Inc,(215) 996 2000,500-999,305 Richardson Road,,Lansdale,Pennsylvania,19446,United States,www.cobham.com,Aviation and Aerospace,0,1934,LF,not available;;did not complete free demo signup form;;;;;;;,205
Cobra Motorcycle Manufacturing Inc,(517) 437 9100,21-49,240 Uran St,,Hillsdale,Michigan,49242,United States,www.cobramoto.com,Automotive,,1993,LF,;;;;;;;;;,206
Code,(801) 495 2200,100-199,12393 S Gateway Park Place,Suite 600,Draper,Utah,84020,United States,www.codecorp.com,Wholesalers,,,LF,;Dr. Ming Lei VP Tech; Jana Buck VP Ops;;;;;;;;,207
Cohen & Company,(216) 579 1040,50-99,1350 Euclid Ave,Suite 800,Cleveland,Ohio,44115,United States,www.cohencpa.com,Accounting,71111,1977,LF,;sguarini@cohencpa.com Steve Guarini;;;;;;;;,208
Coil Craft,(800) 322 2645,20-Jan,1102 Silver Lake Road,,Cary,Illinois,60013,United States,www.coilcraft.com,Manufacturing,,1945,LF,;;;;;;;;;,209
Colgate-Palmolive Company,(732) 878 7500,"1,000-1,999",909 River Rd,,Piscataway,New Jersey,8854,United States,www.colgate.com,Manufacturing,,1806,LF,;;;;;;;;;,210
Colonna's_Shipyard Inc,(800) 265 6627,500-999,400 E Indian River Rd,,Norfolk,Virginia,23523,United States,www.colonnaship.com,Maritime,,1875,LF,;local to us;look who visited again--didn't do much....;eComm prospect? 2015 website http://www.colonnaship.com/our-team.html;;;;;;,211
Color Associates,(314) 423 9300,,10818 Midwest Industrial Blvd,,Saint Louis,Missouri,63132,United States,,Printing,,,LF,;;;;;;;;;,212
Comet Industries Inc,(888) 700 4214,100-199,2405 Nicholson Ave,,Kansas City,Missouri,64120,United States,www.cometind.com,Transportation/Trucking/Railroad,71111,1963,LF,;;;;;;;;;,213
Commercial Base Software Ltd,(403) 532 4404,,,,Calgary (AB),,,Canada,www.commercial-base.com,,,,LF,;Jerry Hobbs Ext 200 jhobbs@cbasetech.com or jghsurfpro@hotmail.com; 9 Cougarstone Place SW; Calgary AB T3H 4W8;;;;;;;;,214
Commercial Truck Equipment Co,(604) 888 0513,,,,Surrey (BC),,,Canada,www.commercialtruckequipment.ca,,,,LF,;Spire db name? IP checks out - legit company;;;;;;;;,215
Computer Works,(734) 242 4539,20-Jan,1112 Union St,,Monroe,Michigan,48161,United States,www.cwims.com,Information Technology and Services,71111,2001,LF,Founders Robert & Matthew brothers Kevin Dahm (President) are cutting neighborhood lawns out of their parentsÕ home.  3 Brothers Lawn Care;;ever make a connection here?;This IP is correct company; using pre-PB key version; should we reach out & get them upgraded?;logging into the xTuple app several times daily using PostBooks 3.8; potential partner?;;;;;,216
Concurrent Technologies Corp,(800) 282 4392,500-999,100 CTC Drive,,Johnstown,Pennsylvania,15904,United States,www.ctc.com,Defence and Space,,1987,LF,;;;;;;;;;,217
ConocoPhillips Company,(918) 661 6600,"2,000+",315 Johnstone Avenue,Plaza Office Building,Bartlesville,Oklahoma,74004,United States,www.conocophillips.com,Oil and Energy,0,2012,LF,;;;;;;;;;,218
Conseil IntelliCo Consulting,(514) 907 2340,,,,Montreal (QC),,,Canada,www.intellico.ca,,,,LF,;MSFT partner;;;;;;;;,219
Consolidated Pressure Control,(281) 893 5900,21-49,27260 Oakridge Park Dr,,Oak Ridge North,Texas,77385,United States,www.cpcmfg.com,Manufacturing,28140,2004,LF,;;;;;;;;;,220
Contech Inc,(800) 767 8658,,,,Victoria (BC),,,Canada,www.contech-inc.com,,,,LF,;David Radick Finance;;;;;;;;,221
Contemporary Services Canada,(604) 687 2483,,,,Vancouver (BC),,,Canada,www.csc-ca.com,,,,LF,;;;;;;;;;,222
Contour Metrological & Manufacturing,(800) 641 7913,20-Jan,488 Oliver Dr,,Troy,Michigan,48084,United States,www.cmmoptic.com,Engineering,0,1989,LF,Not available;;;;;;;;;,223
Control Chief,(814) 362 6811,,,,Bradford (PA),Pennsylvania,,United States,www.controlchief.com,,,,LF,;;;;;;;;;,224
Convergent Technologies Group,(888) 353 5307,21-49,2909 Polo Pkwy,Suite 200,Midlothian,Virginia,23113,United States,www.ctgva.com,Computer and Network Security,16240,2005,LF,;Jeff Garell owner - make appointment w/xTuple's Danielle Kerner;;;;;;;;,225
Conviron,(204) 786 6451,,,,Winnipeg (MB),,,Canada,www.conviron.com,,,,LF,There is no answer;;gvokey@conviron.com Gord Vokey;;;;;;;,226
Cook Medical,(812) 339 2235,"2,000+",750 N Daniels Way,,Bloomington,Indiana,47402,United States,www.cookmedical.com,Wholesalers,,1963,LF,;;;;;;;;;,227
Cooperative Computing,(469) 795 7964,100-199,5770 Dallas Pkwy,Suite 1100,Dallas,Texas,75248,United States,www.cooperativecomputing.com,Computing,,2006,LF,;Partner opp?;;;;;;;;,228
CorActive,(418) 845 2466,,,,Qu_bec (QC),,,Canada,www.coractive.com,,,,LF,;;;;;;;;;,229
Core Laboratories,(713) 328 2673,"2,000+",6316 Windfern Rd,,Houston,Texas,77040,United States,www.corelab.com,Oil and Energy,59200,1936,LF,David.Hume@corelab.com;;David Hume President invite to 5/12 Houston event https://xtuple.com/join-us-2017-xtuple-roadshow;;;;;;;,230
CÈt_ R_co Inc,(819) 292 2323,,,,Deschaillons-sur-Saint-Laurent (QC),,,Canada,www.propac.ca,,,,LF,;Robert Huyghe robert@crbsolutions.ca;;;;;;;;,231
Creative Business Solutions,(952) 544 1108,,2839 Hedberg Drive,,Minnetonka,Minnesota,55305,United States,www.cbsol.com,Information Technology and Services,,,LF,;George B. Studnicky III president; we have very similar customers!;;;;;;;;,232
Creative Stage Lighting Co Inc,(518) 251 3302,21-49,149 State Route 28Nd,,North Creek,New York,12853,United States,www.creativestagelighting.com,Manufacturing,,1977,LF,Talked to IT and he said there is no interest.;;;;;;;;;wally mentioned renee will chase initially,233
Crestline,(306) 934 8844,,,,Saskatoon (SK),,,Canada,www.crestlinecoach.com,,,,LF,Switched to IT and there was no answer;;hitting free PostBooks¨ but no record of this customer;;;;;;;,234
Croakies,(800) 443 8620,100-199,1240 HuffLane,,Jackson,Wyoming,83001,United States,www.croakies.com,Retail,,1978,LF,;vicky.ludema@crowehorwath.com;;;;;;;;,235
